2.90898	17.1092	1799.31	1014.61
2.90898	17.1092	1798.5	1008.33
2.90898	17.1092	1797.68	1069.26
2.90898	17.1092	1796.86	1035.48
2.90898	17.1092	1796.04	1090.28
2.90898	17.1092	1795.22	1001.54
2.90898	17.1092	1794.4	1096.02
2.90898	17.1092	1793.58	1053.1
2.90898	17.1092	1792.76	1019.35
2.90898	17.1092	1791.94	976.455
2.90898	17.1092	1791.13	1015.95
2.90898	17.1092	1790.31	1067.64
2.90898	17.1092	1789.49	1122.35
2.90898	17.1092	1788.67	972.7460000000001
2.90898	17.1092	1787.85	1027.46
2.90898	17.1092	1787.03	1146.17
2.90898	17.1092	1786.21	1030.16
2.90898	17.1092	1785.39	1039.13
2.90898	17.1092	1784.56	978.018
2.90898	17.1092	1783.74	1023.55
2.90898	17.1092	1782.92	1029.46
2.90898	17.1092	1782.1	965.341
2.90898	17.1092	1781.28	1041.3
2.90898	17.1092	1780.46	995.457
2.90898	17.1092	1779.64	1053.12
2.90898	17.1092	1778.82	1016.42
2.90898	17.1092	1778.0	1086.23
2.90898	17.1092	1777.17	1000.87
2.90898	17.1092	1776.35	945.949
2.90898	17.1092	1775.53	994.447
2.90898	17.1092	1774.71	1024.69
2.90898	17.1092	1773.89	1051.87
2.90898	17.1092	1773.06	987.8639999999999
2.90898	17.1092	1772.24	1039.36
2.90898	17.1092	1771.42	1051.34
2.90898	17.1092	1770.59	1060.28
2.90898	17.1092	1769.77	1026.68
2.90898	17.1092	1768.95	1011.32
2.90898	17.1092	1768.12	1071.88
2.90898	17.1092	1767.3	1089.92
2.90898	17.1092	1766.48	1022.95
2.90898	17.1092	1765.65	1077.41
2.90898	17.1092	1764.83	1004.4
2.90898	17.1092	1764.01	1095.25
2.90898	17.1092	1763.18	1134.5
2.90898	17.1092	1762.36	1064.55
2.90898	17.1092	1761.53	1131.08
2.90898	17.1092	1760.71	1021.74
2.90898	17.1092	1759.88	1106.45
2.90898	17.1092	1759.06	1100.2
2.90898	17.1092	1758.23	1136.38
2.90898	17.1092	1757.41	1069.53
2.90898	17.1092	1756.58	1090.55
2.90898	17.1092	1755.76	1135.8
2.90898	17.1092	1754.93	1056.87
2.90898	17.1092	1754.11	1096.05
2.90898	17.1092	1753.28	1126.14
2.90898	17.1092	1752.46	1147.14
2.90898	17.1092	1751.63	1059.18
2.90898	17.1092	1750.8	1140.7
2.90898	17.1092	1749.98	1110.25
2.90898	17.1092	1749.15	1100.99
2.90898	17.1092	1748.32	1097.78
2.90898	17.1092	1747.5	1070.38
2.90898	17.1092	1746.67	1139.73
2.90898	17.1092	1745.84	1196.97
2.90898	17.1092	1745.02	1145.39
2.90898	17.1092	1744.19	1084.76
2.90898	17.1092	1743.36	1132.91
2.90898	17.1092	1742.53	1063.25
2.90898	17.1092	1741.71	1120.45
2.90898	17.1092	1740.88	1111.2
2.90898	17.1092	1740.05	1150.26
2.90898	17.1092	1739.22	1098.75
2.90898	17.1092	1738.39	1155.91
2.90898	17.1092	1737.56	1101.4
2.90898	17.1092	1736.74	1122.33
2.90898	17.1092	1735.91	1158.34
2.90898	17.1092	1735.08	1209.41
2.90898	17.1092	1734.25	1124.77
2.90898	17.1092	1733.42	1181.87
2.90898	17.1092	1732.59	1154.53
2.90898	17.1092	1731.76	1139.27
2.90898	17.1092	1730.93	1205.37
2.90898	17.1092	1730.1	1199.14
2.90898	17.1092	1729.27	1189.9
2.90898	17.1092	1728.44	1189.7
2.90898	17.1092	1727.61	1141.31
2.90898	17.1092	1726.78	1171.23
2.90898	17.1092	1725.95	1348.64
2.90898	17.1092	1725.12	1164.81
2.90898	17.1092	1724.29	1134.52
2.90898	17.1092	1723.46	1128.31
2.90898	17.1092	1722.63	1284.55
2.90898	17.1092	1721.8	1206.13
2.90898	17.1092	1720.96	1232.99
2.90898	17.1092	1720.13	1175.65
2.90898	17.1092	1719.3	1220.55
2.90898	17.1092	1718.47	1298.49
2.90898	17.1092	1717.64	1256.2
2.90898	17.1092	1716.81	1231.94
2.90898	17.1092	1715.97	1264.78
2.90898	17.1092	1715.14	1246.54
2.90898	17.1092	1714.31	1270.36
2.90898	17.1092	1713.48	1228.1
2.90898	17.1092	1712.64	1329.97
2.90898	17.1092	1711.81	1350.76
2.90898	17.1092	1710.98	1311.51
2.90898	17.1092	1710.14	1314.29
2.90898	17.1092	1709.31	1272.06
2.90898	17.1092	1708.48	1292.84
2.90898	17.1092	1707.64	1364.6
2.90898	17.1092	1706.81	1292.41
2.90898	17.1092	1705.98	1286.19
2.90898	17.1092	1705.14	1250.0
2.90898	17.1092	1704.31	1333.71
2.90898	17.1092	1703.47	1393.41
2.90898	17.1092	1702.64	1258.35
2.90898	17.1092	1701.81	1351.0
2.90898	17.1092	1700.97	1380.72
2.90898	17.1092	1700.14	1383.48
2.90898	17.1092	1699.3	1326.36
2.90898	17.1092	1698.47	1326.13
2.90898	17.1092	1697.63	1451.61
2.90898	17.1092	1696.79	1391.52
2.90898	17.1092	1695.96	1501.98
2.90898	17.1092	1695.12	1406.0
2.90898	17.1092	1694.29	1342.95
2.90898	17.1092	1693.45	1408.51
2.90898	17.1092	1692.62	1372.39
2.90898	17.1092	1691.78	1270.52
2.90898	17.1092	1690.94	1312.15
2.90898	17.1092	1690.11	1431.46
2.90898	17.1092	1689.27	1395.36
2.90898	17.1092	1688.43	1380.19
2.90898	17.1092	1687.6	1442.68
2.90898	17.1092	1686.76	1355.83
2.90898	17.1092	1685.92	1433.23
2.90898	17.1092	1685.08	1477.76
2.90898	17.1092	1684.25	1396.92
2.90898	17.1092	1683.41	1420.56
2.90898	17.1092	1682.57	1435.24
2.90898	17.1092	1681.73	1497.64
2.90898	17.1092	1680.89	1479.49
2.90898	17.1092	1680.06	1497.13
2.90898	17.1092	1679.22	1389.53
2.90898	17.1092	1678.38	1523.45
2.90898	17.1092	1677.54	1526.17
2.90898	17.1092	1676.7	1436.5
2.90898	17.1092	1675.86	1466.06
2.90898	17.1092	1675.02	1504.54
2.90898	17.1092	1674.18	1477.47
2.90898	17.1092	1673.35	1465.31
2.90898	17.1092	1672.51	1423.37
2.90898	17.1092	1671.67	1515.42
2.90898	17.1092	1670.83	1527.07
2.90898	17.1092	1669.99	1532.76
2.90898	17.1092	1669.15	1547.38
2.90898	17.1092	1668.31	1561.99
2.90898	17.1092	1667.47	1469.51
2.90898	17.1092	1666.62	1546.59
2.90898	17.1092	1665.78	1537.4
2.90898	17.1092	1664.94	1465.79
2.90898	17.1092	1664.1	1569.58
2.90898	17.1092	1663.26	1563.37
2.90898	17.1092	1662.42	1628.48
2.90898	17.1092	1661.58	1571.75
2.90898	17.1092	1660.74	1523.95
2.90898	17.1092	1659.9	1609.82
2.90898	17.1092	1659.05	1633.31
2.90898	17.1092	1658.21	1535.05
2.90898	17.1092	1657.37	1555.56
2.90898	17.1092	1656.53	1688.86
2.90898	17.1092	1655.68	1655.93
2.90898	17.1092	1654.84	1747.63
